Longitude,Latitude,NDVI,NDBI,Albedo,D2W_meters,LST_Target,D2R_HighCapacity_m,D2R_Urban_m,Tree_Density_50m,Building_Density_100m,Avg_Building_Height_100m,geometry,index_right,id,@id,@relations,admin_level,alt_name,boundary,loc_name,name,note,place,source,type,website,wikidata,wikipedia
-5.979815351798418,37.35329698661589,0.376628577709198,0.0021792822517454,0.2246915,161.24515496597098,46.53224671999999,1189.2892305730984,140.86276840177575,1,2,6.0,POINT (-5.979815351798418 37.35329698661589),66,relation/5536540,relation/5536540,,10,,administrative,,Elcano-Los Bermejales,,neighbourhood,http://www.sevilla.org/ayuntamiento/competencias-areas/area-de-hacienda-y-administracion-publica/servicio-estadistica/atribuciones-del-servicio/elecciones/censo-electoral/division-de-los-distritos-censales/,boundary,,Q121842927,
-5.9796356887415945,37.35329698661589,0.2810271084308624,-0.012401352636516,0.248634,164.01219466856728,46.53224671999999,1199.779730675041,125.17607380675145,0,2,6.0,POINT (-5.9796356887415945 37.35329698661589),66,relation/5536540,relation/5536540,,10,,administrative,,Elcano-Los Bermejales,,neighbourhood,http://www.sevilla.org/ayuntamiento/competencias-areas/area-de-hacienda-y-administracion-publica/servicio-estadistica/atribuciones-del-servicio/elecciones/censo-electoral/division-de-los-distritos-censales/,boundary,,Q121842927,
-5.979456025684771,37.35329698661589,0.3325193226337433,0.0071266111917793,0.2215237,158.11388300841895,46.52882870000002,1210.387714650671,109.54573858816612,0,2,6.0,POINT (-5.979456025684771 37.35329698661589),66,relation/5536540,relation/5536540,,10,,administrative,,Elcano-Los Bermejales,,neighbourhood,http://www.sevilla.org/ayuntamiento/competencias-areas/area-de-hacienda-y-administracion-publica/servicio-estadistica/atribuciones-del-servicio/elecciones/censo-electoral/division-de-los-distritos-censales/,boundary,,Q121842927,
-5.979276362627947,37.35329698661589,0.3439065217971802,0.0010082990629598,0.21337505,152.64337522473747,46.52882870000002,1221.110120698918,93.99988132555886,0,2,6.0,POINT (-5.979276362627947 37.35329698661589),66,relation/5536540,relation/5536540,,10,,administrative,,Elcano-Los Bermejales,,neighbourhood,http://www.sevilla.org/ayuntamiento/competencias-areas/area-de-hacienda-y-administracion-publica/servicio-estadistica/atribuciones-del-servicio/elecciones/censo-electoral/division-de-los-distritos-censales/,boundary,,Q121842927,
-5.979096699571123,37.35329698661589,0.3392031788825989,0.0581314340233802,0.20687615,147.648230602334,46.38698087,1231.9439611551518,78.58865053478775,0,1,6.0,POINT (-5.979096699571123 37.35329698661589),66,relation/5536540,relation/5536540,,10,,administrative,,Elcano-Los Bermejales,,neighbourhood,http://www.sevilla.org/ayuntamiento/competencias-areas/area-de-hacienda-y-administracion-publica/servicio-estadistica/atribuciones-del-servicio/elecciones/censo-electoral/division-de-los-distritos-censales/,boundary,,Q121842927,
-5.978917036514298,37.35329698661589,0.3010788559913635,0.0985589921474456,0.2026100499999999,143.17821063276352,46.38698087,1242.8863220090702,63.410281136471546,0,3,8.0,POINT (-5.978917036514298 37.35329698661589),66,relation/5536540,relation/5536540,,10,,administrative,,Elcano-Los Bermejales,,neighbourhood,http://www.sevilla.org/ayuntamiento/competencias-areas/area-de-hacienda-y-administracion-publica/servicio-estadistica/atribuciones-del-servicio/elecciones/censo-electoral/division-de-los-distritos-censales/,boundary,,Q121842927,
-5.9787373734574745,37.35329698661589,0.2437777072191238,-0.0078740157186985,0.2512955,139.2838827718412,46.180190659999994,1253.934362279336,48.68306658389032,0,3,8.0,POINT (-5.9787373734574745 37.35329698661589),66,relation/5536540,relation/5536540,,10,,administrative,,Elcano-Los Bermejales,,neighbourhood,http://www.sevilla.org/ayuntamiento/competencias-areas/area-de-hacienda-y-administracion-publica/servicio-estadistica/atribuciones-del-servicio/elecciones/censo-electoral/division-de-los-distritos-censales/,boundary,,Q121842927,
-5.978557710400651,37.35329698661589,0.2697513997554779,-0.0499670803546905,0.2426795499999999,136.01470508735443,46.180190659999994,1260.234567461429,34.98153294911772,0,2,9.0,POINT (-5.978557710400651 37.35329698661589),66,relation/5536540,relation/5536540,,10,,administrative,,Elcano-Los Bermejales,,neighbourhood,http://www.sevilla.org/ayuntamiento/competencias-areas/area-de-hacienda-y-administracion-publica/servicio-estadistica/atribuciones-del-servicio/elecciones/censo-electoral/division-de-los-distritos-censales/,boundary,,Q121842927,
-5.978378047343827,37.35329698661589,0.2249258160591125,0.0751030668616294,0.195138,133.41664064126334,46.046887879999986,1261.5736584348822,24.12185275215072,0,2,9.0,POINT (-5.978378047343827 37.35329698661589),66,relation/5536540,relation/5536540,,10,,administrative,,Elcano-Los Bermejales,,neighbourhood,http://www.sevilla.org/ayuntamiento/competencias-areas/area-de-hacienda-y-administracion-publica/servicio-estadistica/atribuciones-del-servicio/elecciones/censo-electoral/division-de-los-distritos-censales/,boundary,,Q121842927,
-5.981611982366657,37.35311732355906,0.5791366696357727,-0.0861295834183693,0.1967533,94.33981132056604,47.279084090000026,1075.2006455777482,172.42155078175335,0,1,6.0,POINT (-5.981611982366657 37.35311732355906),66,relation/5536540,relation/5536540,,10,,administrative,,Elcano-Los Bermejales,,neighbourhood,http://www.sevilla.org/ayuntamiento/competencias-areas/area-de-hacienda-y-administracion-publica/servicio-estadistica/atribuciones-del-servicio/elecciones/censo-electoral/division-de-los-distritos-censales/,boundary,,Q121842927,
