id_edificio,latitud,longitud,altura_estimada
75110202,37.3820384,-5.9492345,6.0
75110203,37.3840656,-5.9558084,6.0
75110208,37.3839152,-5.9498043,6.0
75110210,37.3849926,-5.9503635,6.0
75110211,37.3855403,-5.949768,6.0
75110212,37.3847944,-5.9497627,6.0
75110213,37.3851376,-5.9491592,6.0
75110232,37.3846456,-5.946039,6.0
75110234,37.3850192,-5.9467902,6.0
75110237,37.385779,-5.9467372,6.0
75110238,37.3841101,-5.9468696,6.0
75110241,37.3842387,-5.9443909,6.0
75110244,37.3843255,-5.9477538,6.0
75110247,37.3854069,-5.9444956,6.0
75110249,37.3859556,-5.9458766,6.0
75171255,37.3798197,-5.954552,6.0
75171280,37.3795666,-5.9550819,6.0
75278457,37.3825488,-5.9524367,6.0
75278467,37.3795617,-5.956411,6.0
75354695,37.3766681,-5.9527601,6.0
75354710,37.3726665,-5.945023,6.0
75488717,37.3966379,-5.9682049,6.0
75490462,37.4002859,-5.9533888,6.0
75615908,37.3983308,-5.9406745,6.0
75615909,37.3980304,-5.9401784,6.0
75615910,37.3978365,-5.9409106,6.0
75641733,37.410675,-5.9290559,6.0
75687610,37.4127483,-5.9244449,6.0
75687629,37.4054491,-5.9212919,6.0
75687630,37.4056663,-5.92084,6.0
75687637,37.4056588,-5.926742,6.0
75687638,37.4055648,-5.9261684,6.0
75687642,37.4065296,-5.9254523,6.0
75687648,37.4080281,-5.9210278,6.0
75687649,37.407831,-5.9204725,6.0
75687652,37.4076361,-5.9248771,6.0
75687655,37.4012007,-5.9287356,6.0
75722278,37.3963772,-5.9268235,6.0
75722289,37.3982199,-5.9303768,6.0
75738991,37.4104868,-5.9214519,6.0
75738992,37.4096773,-5.9193646,6.0
75740949,37.391718,-5.9226698,6.0
75892283,37.4074026,-5.9149002,6.0
76035175,37.3955589,-5.9241956,6.0
76035178,37.3930951,-5.922427,6.0
76035184,37.4073092,-5.9258099,6.0
76035191,37.4024393,-5.9204839,6.0
76040707,37.3896329,-5.925271,6.0
76736968,37.4248374,-5.9962688,6.0
77050030,37.4319396,-5.9260618,6.0
77050032,37.4321193,-5.9255219,6.0
77050036,37.4315317,-5.9281591,6.0
77050037,37.4296758,-5.9248741,6.0
77490662,37.3920922,-6.030905,3.0
77490684,37.392034,-6.028602,3.0
77492888,37.3723514,-6.0302394,6.0
78055582,37.4017036,-5.9677096,6.0
78057619,37.4171198,-5.9613974,6.0
78057620,37.4166512,-5.9610433,6.0
78057623,37.408253,-5.9644363,6.0
78057624,37.4083978,-5.9637792,6.0
78090650,37.3957895,-5.983156,6.0
78091025,37.4143764,-5.961371,6.0
78144245,37.4047048,-6.0064129,6.0
78144247,37.4053402,-6.0056641,6.0
78655646,37.3951577,-6.0109232,6.0
79581167,37.3627753,-5.9701911,6.0
79581168,37.3677934,-5.9698849,6.0
79581169,37.3645403,-5.9713836,6.0
79581170,37.3650235,-5.9680722,6.0
79581171,37.3653812,-5.9692833,6.0
79581172,37.3641364,-5.9687882,6.0
79581173,37.3660117,-5.9692459,6.0
79581174,37.3684923,-5.9693858,6.0
79581175,37.3662013,-5.9702198,6.0
79581176,37.3650388,-5.9706018,6.0
79581177,37.3673432,-5.9700409,6.0
79581178,37.3661296,-5.9677875,6.0
79581179,37.3673302,-5.9675478,6.0
79581180,37.3640805,-5.970708,6.0
79581181,37.3646458,-5.9685265,6.0
79581182,37.3654794,-5.9708806,6.0
79581183,37.3642593,-5.9694254,6.0
79581184,37.3675641,-5.9685999,6.0
79581185,37.3676792,-5.9680717,6.0
79581187,37.3667509,-5.9673753,6.0
79581188,37.3681597,-5.9686229,6.0
79581189,37.3635787,-5.9722772,6.0
79581190,37.364656,-5.9688828,6.0
79581191,37.3660695,-5.968678,6.0
79581192,37.36285,-5.9696459,6.0
79581193,37.3678158,-5.9692883,6.0
79581194,37.3658297,-5.9689296,6.0
79581195,37.3661556,-5.968395,6.0
79581196,37.3670215,-5.9705432,6.0
79581197,37.3664534,-5.9696287,6.0
79581198,37.3642574,-5.9725937,18.0
79581199,37.3650487,-5.9709977,6.0
79581200,37.3681896,-5.9689653,6.0
79581202,37.3644987,-5.9705206,6.0
79581203,37.3663573,-5.9707788,6.0
79581204,37.3649968,-5.9712942,6.0
79581205,37.3677169,-5.968476,6.0
79581206,37.3663557,-5.967189,6.0
79581207,37.3672183,-5.9678437,6.0
79581208,37.363777,-5.9709952,6.0
79581211,37.3661125,-5.971307,6.0
79581212,37.3684972,-5.9688407,6.0
79581213,37.3678846,-5.9684092,6.0
79581214,37.3637012,-5.9692282,6.0
79581215,37.3658157,-5.970232,6.0
79581217,37.3669971,-5.9673668,6.0
79581218,37.3652428,-5.9715833,6.0
79581219,37.3633054,-5.9699307,6.0
79581220,37.3657096,-5.9678712,6.0
79581221,37.36553,-5.9685,6.0
79581222,37.3679193,-5.9695823,6.0
79581223,37.3679613,-5.9689556,6.0
79581224,37.3656263,-5.9716277,6.0
79581225,37.3652374,-5.9687518,6.0
79581226,37.3657093,-5.9705734,6.0
79581227,37.3677167,-5.9689588,6.0
79581228,37.3627129,-5.970689,6.0
79581230,37.3632831,-5.9706169,6.0
79581232,37.3670733,-5.9702439,6.0
79581233,37.3674895,-5.9696065,6.0
79581235,37.3666847,-5.9708645,6.0
79581236,37.3665478,-5.9675662,6.0
79581237,37.3649468,-5.9721681,6.0
79581238,37.3636109,-5.9697645,6.0
79581239,37.366697,-5.9671478,6.0
79581240,37.3660265,-5.9708466,6.0
79581241,37.3658631,-5.9698636,6.0
79581242,37.3676261,-5.9676704,6.0
79581243,37.3666662,-5.9701959,6.0
