id_edificio,latitud,longitud,altura_estimada
197560721,37.3933337,-5.9918009,6.0
197843329,37.3752909,-6.0013243,6.0
197843330,37.3748121,-6.0010711,6.0
197933562,37.3835673,-5.9623056,6.0
197938696,37.4005755,-5.9947744,6.0
198418038,37.427335,-5.9878602,6.0
198418616,37.4181769,-6.0035863,6.0
198418618,37.4162703,-6.0057476,6.0
199197424,37.4112852,-5.9343835,6.0
199197425,37.4106247,-5.9334888,6.0
199683046,37.4129596,-5.9861166,6.0
199683047,37.412845,-5.9863295,6.0
199800602,37.4094532,-5.9853641,6.0
199800603,37.4097479,-5.9850441,6.0
199800604,37.4098286,-5.9858677,6.0
199800605,37.412144,-5.9877806,6.0
199800606,37.4109329,-5.9855209,6.0
199800607,37.4112493,-5.9869652,6.0
199800608,37.410426,-5.9846596,6.0
199800609,37.4105007,-5.9862238,6.0
199800611,37.4109514,-5.9858602,6.0
199800614,37.4114299,-5.9850089,6.0
199800615,37.4100903,-5.9863331,6.0
199800616,37.4096758,-5.9868073,6.0
199800617,37.4119071,-5.9868058,6.0
199800618,37.4125236,-5.9855266,6.0
199800619,37.411263,-5.9843419,6.0
199800620,37.4128173,-5.985072,6.0
199800621,37.4124159,-5.9863621,6.0
199800622,37.4121495,-5.9872393,6.0
199800623,37.4121315,-5.9868382,6.0
199800624,37.4108,-5.9849153,6.0
199800625,37.4108617,-5.9852201,6.0
199800626,37.4115102,-5.9853384,6.0
199800627,37.4123768,-5.9844999,6.0
199800628,37.4113639,-5.9847143,6.0
199800629,37.4102593,-5.9855221,6.0
199800630,37.4118564,-5.9846434,6.0
199800631,37.4105422,-5.9854131,6.0
199800632,37.4092572,-5.9868248,6.0
199800633,37.4115405,-5.9867745,6.0
199800634,37.4096576,-5.9863842,6.0
199800635,37.4118502,-5.9862639,6.0
199801796,37.4081841,-5.9897067,6.0
200571618,37.370541,-5.9910862,6.0
200571628,37.3685023,-5.9909755,6.0
200571629,37.368027,-5.9898841,6.0
200571631,37.3716766,-5.9911635,6.0
200571639,37.3685148,-5.9898621,6.0
200672400,37.3655241,-5.9696346,6.0
201237959,37.4058996,-5.9405349,6.0
201237964,37.406027,-5.9409949,6.0
202389343,37.3992964,-5.9481601,6.0
202389344,37.3989826,-5.9479109,6.0
202389345,37.3985538,-5.9476875,6.0
202389346,37.3989967,-5.9485977,6.0
202389347,37.3985248,-5.9494666,6.0
202389348,37.39877,-5.9477912,6.0
202389349,37.398709,-5.9489389,6.0
202389350,37.3980881,-5.9494989,6.0
202389351,37.3988955,-5.9481075,6.0
202389352,37.3984871,-5.9490282,6.0
202389353,37.3991953,-5.9483539,6.0
202389354,37.3981247,-5.94937,6.0
202389355,37.3990818,-5.9482505,6.0
202389356,37.3984187,-5.9487487,6.0
202389357,37.3982056,-5.9497761,6.0
202389358,37.3986708,-5.9491764,6.0
202389359,37.3983681,-5.9485065,6.0
202389360,37.3990486,-5.9479606,6.0
202389361,37.3984045,-5.9483773,6.0
202389362,37.3987015,-5.9479938,6.0
202389363,37.3990583,-5.948483,6.0
202389364,37.3981986,-5.9491087,6.0
202389365,37.3989146,-5.947866,6.0
202389366,37.3990215,-5.9482007,6.0
202389367,37.3982727,-5.9486771,6.0
202389368,37.3986111,-5.9491226,6.0
202389369,37.3991769,-5.948067,6.0
202389370,37.3986338,-5.9479617,6.0
202389371,37.3985844,-5.9493523,6.0
202389372,37.39821,-5.9488987,6.0
202389373,37.3986438,-5.9488836,6.0
202389374,37.3988353,-5.9480645,6.0
202389375,37.3984792,-5.9481159,6.0
202389376,37.3984232,-5.9489882,6.0
202389377,37.3988738,-5.948826,6.0
202389378,37.3981621,-5.9492377,6.0
202389379,37.398403,-5.9496972,6.0
202389380,37.3981259,-5.9497355,6.0
202389381,37.3989342,-5.9487139,6.0
202389382,37.3988282,-5.949034,6.0
202389383,37.3986983,-5.9477564,6.0
202389384,37.3984422,-5.9482449,6.0
202389385,37.3987721,-5.9489881,6.0
202389386,37.3991431,-5.9483042,6.0
202389387,37.3992408,-5.9481169,6.0
202389388,37.399114,-5.9480126,6.0
202389389,37.3982727,-5.9498339,6.0
202389390,37.3984907,-5.9479073,6.0
202389391,37.3987246,-5.9492273,6.0
202389392,37.3987678,-5.9480285,6.0
202389393,37.3984626,-5.9495829,6.0
202389394,37.3983543,-5.9489548,6.0
202389395,37.3988415,-5.947828,6.0
202389396,37.3989595,-5.9481534,6.0
202389397,37.3980655,-5.9497033,6.0
202389398,37.3985495,-5.9490722,6.0
202389399,37.3985717,-5.9488323,6.0
202389400,37.3984957,-5.9487865,6.0
202389401,37.3985627,-5.9479283,6.0
202389402,37.3982824,-5.9489241,6.0
202389403,37.3986256,-5.9477243,6.0
202389404,37.3983426,-5.9487163,6.0
202393877,37.4032925,-5.9553313,6.0
202393878,37.4022932,-5.9555193,6.0
202393879,37.4009944,-5.95564,6.0
202393880,37.4016353,-5.9556789,6.0
202865272,37.3656974,-5.9633702,6.0
202865521,37.3656235,-5.9634837,6.0
203369233,37.4094267,-6.005128,6.0
203369236,37.4066633,-6.0058361,6.0
203369239,37.4091987,-6.0045379,6.0
204484679,37.3922205,-6.0276974,6.0
205407357,37.3912782,-6.0294879,6.0
205407359,37.3912801,-6.0298258,6.0
205407360,37.3911756,-6.0296572,6.0
205407361,37.3911724,-6.0293203,6.0
205407362,37.3908747,-6.0287836,6.0
205407363,37.3911776,-6.0299936,6.0
205407364,37.3915452,-6.0284301,6.0
205407365,37.3910887,-6.029487,6.0
205407369,37.3910091,-6.0286487,6.0
205407370,37.391412,-6.0284606,6.0
205407371,37.391142,-6.0285648,6.0
205407372,37.3910892,-6.0298274,6.0
205407374,37.3912742,-6.0284863,6.0
205501832,37.3607916,-5.959636,6.0
205501833,37.3608469,-5.959883,6.0
205986980,37.3400622,-5.9324857,6.0
206599963,37.3580459,-5.9686047,6.0
206599964,37.3576779,-5.9682877,6.0
206641583,37.4322356,-5.9251145,6.0
206750454,37.3577816,-5.9631495,6.0
206750455,37.3567703,-5.9658656,6.0
206750456,37.3570273,-5.9660857,6.0
206750457,37.3580233,-5.9626385,6.0
206750459,37.3567551,-5.9676132,6.0
206750461,37.3570046,-5.9678422,6.0
206750462,37.358588,-5.9634703,6.0
206750465,37.3590555,-5.9659682,6.0
206750468,37.3588585,-5.9637194,6.0
206750470,37.3595227,-5.9624108,6.0
206750472,37.3574291,-5.9662763,6.0
206750473,37.3581932,-5.9672607,6.0
206750474,37.3591971,-5.9664715,6.0
206750475,37.3592596,-5.9621653,6.0
206750476,37.3576871,-5.9665063,6.0
206750477,37.3575984,-5.963494,6.0
206750478,37.3582131,-5.9623065,6.0
206750479,37.3588091,-5.9613974,6.0
206750480,37.3584382,-5.966766,6.0
206750481,37.3572456,-5.963972,6.0
206750482,37.3565937,-5.9670383,6.0
206750483,37.356243,-5.967559,6.0
206905426,37.3610278,-5.9717369,6.0
206905427,37.3607603,-5.972916,6.0
206905430,37.361685,-5.971446,6.0
206905433,37.361513,-5.9709875,6.0
206905435,37.3620489,-5.9729147,6.0
206905439,37.3618055,-5.9724081,6.0
206905441,37.3605842,-5.9724391,6.0
206907828,37.3617719,-5.9697874,6.0
206907830,37.3602024,-5.9693746,6.0
206907832,37.3624374,-5.9670754,6.0
206907833,37.3619187,-5.9668865,6.0
206907834,37.3605431,-5.9710744,6.0
206907835,37.361925,-5.9680029,6.0
206907836,37.3614653,-5.9697064,6.0
206907839,37.3615033,-5.9684014,6.0
206907841,37.3604887,-5.9714705,6.0
206907845,37.3616381,-5.9688929,6.0
206910823,37.3649341,-5.9669213,6.0
206910824,37.3641925,-5.9658376,6.0
206910826,37.3650357,-5.9665592,6.0
206910827,37.3639637,-5.9675372,6.0
206910828,37.3635841,-5.9653699,6.0
206910829,37.3631534,-5.9685447,6.0
206910831,37.3625338,-5.9682999,6.0
206910832,37.3616335,-5.9649416,6.0
206910834,37.3637116,-5.9685718,6.0
206910835,37.364345,-5.9673021,6.0
206910836,37.3625829,-5.9657143,6.0
206910838,37.3638206,-5.9677432,6.0
206910842,37.3647675,-5.9671461,6.0
206910844,37.3618631,-5.9653871,6.0
206910845,37.3614027,-5.9653736,6.0
206910846,37.3637439,-5.9655733,6.0
206910847,37.3630254,-5.9681475,6.0
207178157,37.3821198,-5.9173824,6.0
207178161,37.3827796,-5.9243485,6.0
207182538,37.3835346,-5.9164603,12.0
207182539,37.3832371,-5.917947,12.0
207182540,37.3828954,-5.9152178,6.0
207182541,37.382523,-5.91585,6.0
207182542,37.3834377,-5.9173207,12.0
207182543,37.3819897,-5.9158599,6.0
207182544,37.3829056,-5.9165127,6.0
207182545,37.3819984,-5.9166474,6.0
207182546,37.3832107,-5.9154873,12.0
207182547,37.3829783,-5.9160119,12.0
207182548,37.3832276,-5.9170723,12.0
207182549,37.383224,-5.91673,12.0
207182550,37.383219,-5.9162662,12.0
207182551,37.3834507,-5.9157232,12.0
207182552,37.3819817,-5.9150383,6.0
207182553,37.3829934,-5.9173287,12.0
207182554,37.3819943,-5.9162499,6.0
207182555,37.3834694,-5.917552,12.0
207182557,37.3825188,-5.9154253,6.0
207182558,37.3832044,-5.9149039,12.0
207182559,37.3834535,-5.9159985,12.0
207182560,37.3819852,-5.9154343,6.0
207182562,37.3835213,-5.9151662,12.0
207182563,37.3829953,-5.9175607,12.0
207182564,37.3825273,-5.9162422,6.0
207182565,37.3825315,-5.9166375,6.0
207182567,37.3825143,-5.9150289,6.0
207182569,37.3829752,-5.9157366,12.0
207183538,37.3749708,-5.9154543,6.0
207183539,37.3754331,-5.9164611,6.0
207183540,37.3751137,-5.916468,6.0
207183541,37.3747123,-5.916519,6.0
207188531,37.3854255,-5.9265518,6.0
207188532,37.3840393,-5.9282137,6.0
207188534,37.3828755,-5.9290649,6.0
207188535,37.3829226,-5.9261647,6.0
207188536,37.3833407,-5.9289736,6.0
207188537,37.3841779,-5.9275196,6.0
207576549,37.3466209,-5.9184832,6.0
207576550,37.3477083,-5.9194582,6.0
207576551,37.3473692,-5.9198136,6.0
207576553,37.3462775,-5.9179186,6.0
207576554,37.3468511,-5.9182673,6.0
207576556,37.3472093,-5.9188212,6.0
207576558,37.3469759,-5.9190505,6.0
207576559,37.3458009,-5.9182888,6.0
207576991,37.3473384,-5.9168672,6.0
207576992,37.3471984,-5.9205673,6.0
207576994,37.3471124,-5.9209066,6.0
207576995,37.34651,-5.9177034,6.0
207576996,37.3469143,-5.9171843,6.0
207576997,37.3476987,-5.9163093,6.0
207694160,37.4120998,-5.9188316,3.0
207694161,37.4123578,-5.9187259,3.0
209806398,37.3668591,-5.9589872,6.0
209806399,37.3665702,-5.9585152,6.0
209806400,37.3648492,-5.9609382,6.0
209806403,37.3671597,-5.959462,6.0
209806404,37.3668841,-5.9612722,6.0
209806406,37.3684536,-5.9571327,6.0
209806407,37.3660672,-5.9605403,6.0
209806408,37.3654767,-5.9596055,6.0
209806409,37.3678343,-5.9555649,6.0
209806411,37.3657537,-5.962094,6.0
209806415,37.3675054,-5.9548428,6.0
209806417,37.3683955,-5.9549174,6.0
209806419,37.3657612,-5.9600522,6.0
209806933,37.3676264,-5.9575421,6.0
209806934,37.3679191,-5.957942,6.0
209806935,37.3683587,-5.9582667,6.0
209809206,37.3644723,-5.9586854,6.0
209809207,37.3651892,-5.9571189,6.0
209809208,37.3627362,-5.9587741,6.0
209809209,37.366498,-5.9556173,6.0
209809210,37.3657367,-5.9569211,6.0
209809211,37.3642083,-5.9600628,6.0
209809212,37.3672526,-5.9567606,6.0
209809213,37.3659527,-5.9582157,6.0
209809214,37.3641364,-5.957664,6.0
209809216,37.3668393,-5.9563235,6.0
209809217,37.3655229,-5.9578925,6.0
209809218,37.3627623,-5.9568591,6.0
209809219,37.365088,-5.9564976,6.0
209809220,37.363217,-5.9595921,6.0
209811992,37.3633135,-5.9559771,6.0
209811993,37.3651644,-5.954296,6.0
209811994,37.3641251,-5.9549439,6.0
209813090,37.3660949,-5.9514322,6.0
209813091,37.3666993,-5.9543627,6.0
209813092,37.3665118,-5.9524014,6.0
209813093,37.366952,-5.9534224,6.0
209813094,37.365901,-5.952481,6.0
210133022,37.3670128,-6.0251292,6.0
211153703,37.3590036,-5.9850372,6.0
211155155,37.360218,-5.9888184,6.0
211155157,37.360601,-5.9888296,6.0
211155159,37.3625021,-5.9865105,6.0
211155160,37.3605645,-5.9893094,6.0
211155163,37.3621094,-5.986592,6.0
211155166,37.3609683,-5.9864933,6.0
211155167,37.3629052,-5.9868242,6.0
211155170,37.3606115,-5.9894508,6.0
211155171,37.3598362,-5.9888162,6.0
211156526,37.3616223,-5.9871548,6.0
211156527,37.3632542,-5.9856162,30.0
211156529,37.3652457,-5.9859728,6.0
213558835,37.3879055,-5.9598239,6.0
213559800,37.3930186,-5.9580975,6.0
213559801,37.3912584,-5.9589535,33.0
213559802,37.3940253,-5.9578932,6.0
215471533,37.3498323,-5.9820806,6.0
215471534,37.349673,-5.9825735,6.0
215471535,37.3496459,-5.9825727,9.0
215660302,37.3922022,-5.9900653,6.0
215660303,37.3925027,-5.9991809,6.0
215660305,37.3636287,-5.9831727,6.0
215808753,37.3660625,-5.9806096,6.0
215808754,37.3658642,-5.981145,6.0
215808933,37.3660384,-5.9812446,6.0
216092779,37.3666794,-5.981635,6.0
216098749,37.3664689,-5.9810207,6.0
216098750,37.3665731,-5.9807528,6.0
216098752,37.3660589,-5.9809316,6.0
216098753,37.3661125,-5.9812875,6.0
216598141,37.4014828,-5.9389844,6.0
216598142,37.4002534,-5.9414307,6.0
216598143,37.400494,-5.9421874,6.0
216598144,37.4012415,-5.9423009,6.0
216598145,37.4010612,-5.9414524,6.0
216598154,37.4016154,-5.9369592,6.0
216598155,37.4027207,-5.9386941,30.0
216598157,37.4033407,-5.937708,6.0
216598159,37.4021494,-5.9403358,6.0
216598161,37.4014033,-5.940196,6.0
216598165,37.4027069,-5.9446328,6.0
216598167,37.4018224,-5.9449818,6.0
216598169,37.4030054,-5.9439234,6.0
216598172,37.4024163,-5.9442628,6.0
216598174,37.4015003,-5.9456886,6.0
216598177,37.4021214,-5.9453242,6.0
216598178,37.4018173,-5.9441669,12.0
216598179,37.4017361,-5.9411552,18.0
216817675,37.4000755,-5.9400007,6.0
216817677,37.3997117,-5.9401836,6.0
216817678,37.4006586,-5.9372292,6.0
216817680,37.3997747,-5.9410096,6.0
216817823,37.4001169,-5.93889,6.0
216817824,37.4001459,-5.9393969,6.0
216817825,37.4003907,-5.9392027,6.0
216842599,37.4042583,-5.9395724,6.0
216842600,37.4047728,-5.9376516,6.0
216842601,37.4045106,-5.9386123,6.0
216842602,37.4049934,-5.9391768,6.0
216842603,37.4044162,-5.9389332,6.0
216842604,37.4054525,-5.9385428,6.0
216842605,37.4047423,-5.9390638,6.0
216842606,37.4049423,-5.9383249,6.0
216842607,37.4053361,-5.9388981,6.0
216842608,37.4051461,-5.9375911,6.0
216842609,37.4052873,-5.9380498,6.0
216842610,37.4045946,-5.9382951,6.0
216842611,37.4046468,-5.9394104,6.0
216842612,37.4046887,-5.9379727,6.0
216842613,37.4050809,-5.9387937,6.0
216842614,37.4051982,-5.9384309,6.0
216842615,37.4050349,-5.9379401,6.0
216842616,37.4048161,-5.9387021,6.0
216842617,37.4055422,-5.9381558,6.0
216842618,37.4043383,-5.9392512,6.0
216842619,37.4045333,-5.9409181,6.0
216993938,37.3833719,-5.9739227,6.0
217132150,37.3992939,-5.9422714,6.0
217132151,37.3979579,-5.9427452,6.0
217132152,37.3995028,-5.9431144,6.0
217132153,37.3977142,-5.9419052,6.0
217132154,37.3988155,-5.9415498,6.0
217132155,37.3981527,-5.943593,6.0
217437327,37.3644867,-6.0237588,6.0
217773453,37.3836789,-5.9950247,6.0
217797960,37.3833761,-5.9939317,6.0
219450652,37.391762,-5.9838201,12.0
219450653,37.3915772,-5.9838205,6.0
219450655,37.3916852,-5.9838203,6.0
219450656,37.3914491,-5.9838208,6.0
219456695,37.3856209,-5.9901174,6.0
219456696,37.3855088,-5.9901139,9.0
219461358,37.3909255,-5.9952705,15.0
219461362,37.3908027,-5.9946794,9.0
219461364,37.3909917,-5.9946117,9.0
219461382,37.3908057,-5.9949714,6.0
219461384,37.3908278,-5.9948481,12.0
219461386,37.3908516,-5.9945507,9.0
219461391,37.3907823,-5.9945601,12.0
219461393,37.3907294,-5.9945463,9.0
219461394,37.3908181,-5.9951576,9.0
219461396,37.3912265,-5.9955661,12.0
219468867,37.3910957,-5.9935366,12.0
219468868,37.3912556,-5.9935826,15.0
219468870,37.3909741,-5.9938243,12.0
219468871,37.3910338,-5.9941354,12.0
219468872,37.3914515,-5.9936575,6.0
219468873,37.3910642,-5.9935785,12.0
219468874,37.3909561,-5.9943597,9.0
219468875,37.3910075,-5.9938794,6.0
219468876,37.3909415,-5.9940758,9.0
219468877,37.3910135,-5.9937008,12.0
219468880,37.3909911,-5.9939766,9.0
219468881,37.3909859,-5.9937874,9.0
219468882,37.3909616,-5.9941805,9.0
219468883,37.39136,-5.9935911,12.0
219468884,37.3910547,-5.9936303,12.0
219468885,37.3911092,-5.9934897,12.0
219468886,37.3910858,-5.9944622,9.0
219468887,37.3910051,-5.9944456,12.0
219468888,37.3913682,-5.9936495,6.0
219468889,37.3914985,-5.9933621,6.0
219468890,37.390907,-5.9941975,9.0
219468891,37.3911832,-5.9943403,12.0
219471005,37.3923082,-5.9934777,6.0
219471304,37.3919912,-5.9917548,6.0
219471305,37.3920963,-5.9915741,6.0
219492365,37.3879582,-5.9399257,6.0
219492366,37.3887836,-5.9402974,6.0
219492367,37.3896686,-5.9402115,6.0
219945479,37.3820579,-5.9910793,6.0
219945480,37.3817505,-5.9900136,6.0
219945481,37.3819361,-5.9907421,6.0
219945482,37.3816235,-5.9894762,6.0
219945483,37.3818908,-5.990572,6.0
219945484,37.3821907,-5.9917898,12.0
219945485,37.3816969,-5.9898429,6.0
219945486,37.3822583,-5.9919569,12.0
219945487,37.3818403,-5.9903808,6.0
219945488,37.3821551,-5.9916129,9.0
219945489,37.3821184,-5.9914387,6.0
219945490,37.3819819,-5.9909162,6.0
219945491,37.3818141,-5.9901798,6.0
219945493,37.3816511,-5.9896681,6.0
220203956,37.3722029,-5.9851144,9.0
220207554,37.3879783,-5.9890149,6.0
220214565,37.3919168,-5.9838107,6.0
220214566,37.3806548,-5.987267,6.0
220214567,37.38037,-5.9861941,6.0
221858752,37.3775255,-5.9950753,6.0
221858753,37.3762428,-5.9950468,6.0
221858754,37.3759622,-5.9946481,6.0
221858755,37.3768037,-5.9950997,6.0
221858756,37.3764019,-5.994537,6.0
222190216,37.3775775,-5.9955019,6.0
222190217,37.3782447,-5.979119,3.0
224519640,37.415055,-5.9732224,6.0
224519641,37.4159897,-5.9699155,6.0
224519642,37.4163382,-5.967751,6.0
224519643,37.4163108,-5.9700045,6.0
224519644,37.4166739,-5.9678372,6.0
224519645,37.4161399,-5.9710802,6.0
224519646,37.4158165,-5.9710072,6.0
224519647,37.4161648,-5.9688385,6.0
224519648,37.4164959,-5.9689205,6.0
224529315,37.3820009,-5.9013074,6.0
224529316,37.3817206,-5.9013897,6.0
224529317,37.3817842,-5.9026502,6.0
224529318,37.3816221,-5.9021915,6.0
224529319,37.3813097,-5.9012954,6.0
224542861,37.4045233,-5.9663074,6.0
224542862,37.4043945,-5.9664836,6.0
224542863,37.404265,-5.9666597,6.0
224542864,37.4041349,-5.9668358,6.0
224542865,37.4040102,-5.9670572,6.0
224542866,37.4038313,-5.9672928,6.0
224542867,37.403424,-5.9674805,6.0
224542868,37.4035428,-5.9683079,6.0
224779528,37.3856919,-5.9713779,6.0
224779529,37.3858107,-5.9720806,6.0
224780912,37.3903027,-5.9669435,6.0
224801379,37.3921248,-5.9662356,6.0
224801380,37.3913477,-5.966934,6.0
224801381,37.3917323,-5.9670423,6.0
224801382,37.3909344,-5.9674006,6.0
224801383,37.39083,-5.9670572,6.0
225659953,37.3837775,-5.9922011,6.0
225662201,37.3840867,-5.9923809,6.0
225662202,37.384221,-5.9921495,6.0
225683928,37.3843243,-5.992472,9.0
225683929,37.384445,-5.992436,12.0
225683930,37.3843659,-5.9923905,12.0
225683931,37.3844093,-5.992526,9.0
225683932,37.3842749,-5.9926815,6.0
225683933,37.3840161,-5.9935591,10.5
225686951,37.3852909,-5.9949318,6.0
225686952,37.3848169,-5.9946956,6.0
225686953,37.3847577,-5.9946475,6.0
225686954,37.3847078,-5.994668,6.0
225686955,37.3846272,-5.9946515,6.0
225686956,37.3845412,-5.9946352,6.0
225686957,37.3850751,-5.994769,6.0
225686958,37.3845236,-5.9945587,6.0
225686959,37.3844103,-5.994585,6.0
225686960,37.3843232,-5.9945487,6.0
225686961,37.3842733,-5.9945279,6.0
225686962,37.3841881,-5.9945137,6.0
225686963,37.3840561,-5.9944872,6.0
225686964,37.3850117,-5.9947001,6.0
225686965,37.3849674,-5.994741,6.0
225686966,37.3848892,-5.9947165,6.0
225686968,37.3852986,-5.9950129,6.0
225686969,37.3851442,-5.9948635,6.0
225686970,37.3851859,-5.994914,6.0
225711061,37.3846462,-5.9774921,6.0
225711062,37.3845328,-5.9780457,6.0
225711063,37.3845022,-5.9770709,6.0
225711064,37.3849175,-5.9773931,6.0
225711065,37.3850388,-5.9778633,6.0
225711066,37.3843514,-5.9781119,6.0
225711067,37.3848822,-5.977919,6.0
225711068,37.3848658,-5.9771668,6.0
225711069,37.3840397,-5.9777093,6.0
225711070,37.3847143,-5.9779801,6.0
225711071,37.3843193,-5.9771364,6.0
225711072,37.3843433,-5.9776002,6.0
225711073,37.3841368,-5.9772013,6.0
225711074,37.3841357,-5.9781898,6.0
225711075,37.3848141,-5.9769404,6.0
225711076,37.383955,-5.9772653,6.0
225711077,37.3852286,-5.9778139,6.0
225998888,37.3785173,-6.0033424,33.0
225998889,37.3785033,-6.003401,30.0
225998890,37.3785313,-6.0032863,30.0
225999083,37.3783071,-6.0036696,30.0
225999084,37.3783429,-6.0040573,33.0
225999086,37.3783211,-6.003611,33.0
225999087,37.3787448,-6.0034599,30.0
225999088,37.3785481,-6.003859,30.0
225999089,37.3783569,-6.0040011,30.0
225999090,37.3783351,-6.0035548,30.0
225999091,37.378562,-6.0038005,33.0
225999092,37.378576,-6.0037443,30.0
225999093,37.3787169,-6.0035746,30.0
225999094,37.3783289,-6.0041158,30.0
225999095,37.3787308,-6.0035161,33.0
227200465,37.4147804,-5.9990365,6.0
227200479,37.3851198,-6.0133066,12.0
227628018,37.3824645,-5.9856463,6.0
227628019,37.3820602,-5.9860893,6.0
227628020,37.382623,-5.985918,6.0
227628021,37.3824865,-5.986257,6.0
227628022,37.382148,-5.9869772,6.0
227741659,37.337562,-5.9309676,6.0
227741661,37.3363685,-5.9321393,6.0
227741662,37.336849,-5.9315805,6.0
227741663,37.3379066,-5.932037,6.0
227741665,37.3370461,-5.9320145,6.0
227742056,37.3349587,-5.9347593,6.0
227742057,37.33452,-5.9339294,6.0
227742060,37.3344477,-5.9347013,6.0
227915369,37.3810857,-5.9856018,6.0
227915371,37.3814892,-5.9843389,6.0
227915372,37.3817644,-5.9847637,6.0
227915373,37.3815021,-5.9848628,6.0
227915374,37.3814967,-5.9862876,6.0
227915375,37.3816878,-5.9860941,6.0
229051279,37.3793663,-6.0088267,3.0
229051762,37.3786097,-6.0073439,12.0
230552241,37.4088887,-5.9497418,6.0
230851004,37.4138466,-5.9839663,6.0
230851005,37.4142421,-5.984636,6.0
230868243,37.4117421,-5.9891172,6.0
230868244,37.4095495,-5.990809,6.0
230868245,37.4094472,-5.9903784,6.0
230868247,37.4108355,-5.9898172,6.0
230868248,37.4112016,-5.9895609,6.0
230868249,37.4101947,-5.9903404,6.0
231048876,37.3790093,-5.9915321,6.0
231049734,37.4216014,-5.9957866,6.0
231049739,37.4212462,-5.9952765,6.0
231052306,37.3738415,-5.9908993,6.0
232639871,37.425577,-5.9901873,6.0
232671689,37.3940713,-5.9757393,18.0
232671690,37.3948259,-5.9747049,18.0
232671691,37.395421,-5.9741817,18.0
232671692,37.395168,-5.9750463,6.0
232671693,37.3945911,-5.9761216,18.0
236291212,37.4067517,-5.9667871,6.0
236291213,37.4075397,-5.9661798,6.0
236291214,37.4077097,-5.9660065,6.0
236291215,37.4078788,-5.9658314,6.0
236291216,37.4069217,-5.9666138,6.0
236291217,37.4070907,-5.9664388,6.0
236291218,37.406948,-5.9659743,6.0
236291219,37.407118,-5.965801,6.0
236291220,37.4072871,-5.9656261,6.0
236291221,37.4073458,-5.9669827,6.0
236291222,37.4075157,-5.9668096,6.0
236291223,37.4076848,-5.9666345,6.0
236291224,37.4062464,-5.9667495,6.0
236291226,37.4065267,-5.9665036,6.0
236373134,37.4078535,-5.967968,6.0
236373135,37.4094123,-5.9673508,6.0
236373136,37.4094734,-5.966943,6.0
236373137,37.4096957,-5.9663199,6.0
236373138,37.4092097,-5.9660423,6.0
236373139,37.4090358,-5.9666168,6.0
236373140,37.4084011,-5.9658166,6.0
236373141,37.4086792,-5.9670727,6.0
236373142,37.408798,-5.9666557,6.0
236373143,37.4084414,-5.967112,6.0
236373144,37.4090571,-5.967771,6.0
236373145,37.409401,-5.9679316,6.0
236373146,37.4084049,-5.9664756,6.0
236373147,37.409182,-5.9679782,6.0
236373148,37.4089719,-5.9660812,6.0
236373149,37.4095375,-5.9675578,6.0
236373150,37.4097102,-5.9669033,6.0
236373151,37.4082999,-5.9668941,6.0
236373152,37.4099146,-5.9662731,6.0
236373153,37.408525,-5.9660237,6.0
236373154,37.409194,-5.9673958,6.0
236373155,37.4080803,-5.966939,6.0
236373156,37.4082457,-5.9662507,6.0
236379603,37.3918436,-5.9598349,12.0
236379604,37.3924225,-5.9605571,6.0
236379605,37.3922111,-5.9588808,6.0
236379606,37.3927905,-5.9596022,6.0
236379607,37.3931738,-5.9597305,6.0
236379608,37.3925948,-5.9590061,6.0
236379609,37.3923097,-5.9586467,6.0
236379610,37.392888,-5.9593707,6.0
236379611,37.3926955,-5.9587705,6.0
236379612,37.3932721,-5.9594926,6.0
236379613,37.3924971,-5.9585207,6.0
236379614,37.3930759,-5.9592472,6.0
236379615,37.3930006,-5.9612889,6.0
236379616,37.3931902,-5.9611618,6.0
236379617,37.3932868,-5.9609287,6.0
236379618,37.3922252,-5.9603109,6.0
236379619,37.3916469,-5.9595847,6.0
236379620,37.3934734,-5.9608139,6.0
236379621,37.3935673,-5.9605816,6.0
236379622,37.3937546,-5.960458,6.0
236379623,37.3938527,-5.9602213,6.0
236379624,37.3928047,-5.9610394,12.0
236379625,37.3929045,-5.9608038,6.0
236379626,37.3930901,-5.9606822,6.0
236379627,37.393185,-5.9604511,6.0
236379628,37.3933675,-5.960335,6.0
236379629,37.3934676,-5.9601006,6.0
236379630,37.3920324,-5.9597104,6.0
236379631,37.3926122,-5.9604384,6.0
236379632,37.3936561,-5.9599768,6.0
236379633,37.3917484,-5.9593486,6.0
236379634,37.3923241,-5.9600742,6.0
236379635,37.3921308,-5.9594763,6.0
236379636,37.392704,-5.9602056,6.0
236379637,37.3925095,-5.9599559,6.0
236379638,37.3919375,-5.9592208,6.0
236379639,37.3923153,-5.9593586,6.0
236379640,37.3928925,-5.9600848,6.0
236379641,37.3920254,-5.9589919,6.0
236379642,37.3926045,-5.9597214,6.0
236379643,37.3929866,-5.9598527,6.0
236379644,37.3924106,-5.9591249,6.0
236379645,37.3934109,-5.9590447,6.0
236393567,37.3927421,-5.9656885,6.0
236393569,37.3932854,-5.9635592,6.0
236393572,37.3933732,-5.9634498,6.0
236393574,37.3928449,-5.9637188,6.0
236393576,37.3926352,-5.9657402,6.0
236393578,37.3927298,-5.9652944,6.0
236393580,37.3925906,-5.9658919,6.0
236393582,37.3929496,-5.9636658,6.0
236393584,37.3926332,-5.9660254,6.0
