id_via,tipo,nombre,latitud,longitud
10233186,trunk,Carretera Gijón a Puerto de Sevilla,37.3712208,-6.0140582
18978590,primary,Calle Reyes Católicos,37.3879175,-6.0009162
19124158,primary,Calle Marqués de Paradas,37.3885083,-6.0006208
19745791,secondary,Calle Carretera de Carmona,37.4030778,-5.9658355
19746072,primary,Avenida Concejal Alberto Jiménez-Becerril,37.4046337,-5.9946133
19746094,primary,Glorieta Olímpica,37.413304,-5.9883799
19746250,primary,Sin nombre,37.4037869,-5.9955582
19746878,primary,Plaza Duquesa Cayetana de Alba,37.4035641,-5.9957436
19747214,primary,Calle Torneo,37.3918635,-6.0031112
19747258,primary,Calle Arjona,37.3907416,-6.0028274
19747779,primary,Puente del Cristo de la Expiración,37.3902381,-6.0076291
19747830,primary,Avenida del Cristo de la Expiración,37.3905976,-6.0040272
19747856,primary,Avenida del Cristo de la Expiración,37.3904088,-6.0060126
19747865,primary,Avenida del Cristo de la Expiración,37.3905616,-6.0045726
19748167,primary,Sin nombre,37.3907028,-6.0029207
19748204,primary,Plaza La Legión,37.3908901,-6.0020431
19748248,primary,Plaza La Legion,37.3907707,-6.0026497
19748287,primary,Sin nombre,37.3908174,-6.0026633
19748798,primary,Paseo de Cristóbal Colón,37.3872674,-6.0012964
19753374,primary_link,Sin nombre,37.3759059,-5.991453
19753405,primary,Avenida de El Cid,37.3805526,-5.9889051
19753489,primary_link,Sin nombre,37.3814972,-5.9882113
19753657,primary_link,Sin nombre,37.3815393,-5.9883716
19753727,primary,Calle Resolana,37.4031758,-5.9904787
19783204,motorway,Circunvalación de Sevilla,37.4038367,-5.9476827
19783251,motorway,Circunvalación de Sevilla,37.3593513,-5.9552528
19783259,motorway,Circunvalación de Sevilla,37.357992,-5.9566764
19783281,motorway,Circunvalación de Sevilla,37.3535036,-5.9595984
19783394,motorway,Circunvalación de Sevilla,37.3490455,-5.9931959
19783395,motorway,Circunvalación de Sevilla,37.3539622,-5.9989861
19783997,motorway,Circunvalación de Sevilla,37.3643707,-6.0112422
19784048,motorway,Circunvalación de Sevilla,37.3680768,-6.0137531
19784051,motorway,Circunvalación de Sevilla,37.3724164,-6.0205999
19784070,motorway,Circunvalación de Sevilla,37.3726141,-6.0255843
19784100,motorway,Circunvalación de Sevilla,37.4002224,-6.0280505
19784147,motorway,Circunvalación de Sevilla,37.4062116,-5.9483971
19784155,primary,Ronda Urbana Norte,37.4136754,-5.9501685
19784160,motorway_link,Sin nombre,37.4065415,-5.9493255
19784172,motorway_link,Sin nombre,37.4073444,-5.9514527
19784189,motorway_link,Sin nombre,37.4075819,-5.950672
19784202,motorway,Sin nombre,37.40711,-5.9476845
19784224,motorway,Sin nombre,37.4091414,-5.9444852
19784267,motorway_link,Sin nombre,37.4093565,-5.9437025
19784287,motorway_link,Sin nombre,37.4084524,-5.9496746
19784312,motorway_link,Sin nombre,37.4076035,-5.9491913
19784346,motorway_link,Sin nombre,37.4090253,-5.9490107
19784385,motorway_link,Sin nombre,37.4094951,-5.9486079
19784413,motorway,Autovía del Sur,37.4087211,-5.9457413
19784483,motorway,Circunvalación de Sevilla,37.413733,-6.026186
19784490,secondary,Acceso a Sevilla desde la SE-30 por el Puente del Alamillo,37.4131912,-5.9889203
19784522,primary,Avenida Concejal Alberto Jiménez-Becerril,37.4111177,-5.9901446
19784533,primary,Avenida Juventudes Musicales,37.4132305,-5.9859226
19784543,secondary,Sin nombre,37.4135148,-5.9832329
19854002,secondary,Calle Torneo,37.3939941,-6.0028284
22742149,primary,Calle Demetrio de los Ríos,37.3855708,-5.985916
22742198,primary,Calle Arjona,37.3907514,-6.0029844
22743508,primary,Avenida Juventudes Musicales,37.4134928,-5.9859549
22743515,primary,Ronda Urbana Norte,37.4139062,-5.9812262
22744074,primary,Calle La Rábida,37.3788644,-5.9923221
22744081,primary,Sin nombre,37.3776802,-5.9927528
22744108,primary,Glorieta Doña María de las Mercedes de Borbón y Orleans,37.3795158,-5.9829774
22744117,primary,Avenida de Ramón y Cajal,37.37737,-5.9756857
22744123,primary,Avenida Ramón y Cajal,37.3778132,-5.9767884
22744197,primary,Glorieta de los Ingenieros Industriales,37.3744674,-5.9758727
22744215,primary,Avenida de Diego Martínez Barrio,37.3753194,-5.9755497
22744223,primary,Glorieta Diputado Manuel Barrios,37.3901201,-5.9747483
22744237,secondary_link,Calle Pablo Picasso,37.3900368,-5.9755361
22744243,primary,Avenida de Kansas City,37.3885113,-5.973673
22744258,motorway_link,Sin nombre,37.3696748,-6.0132139
22744269,primary,Sin nombre,37.3770538,-6.0143732
22744315,motorway_link,Sin nombre,37.3725726,-6.0255956
22744385,motorway_link,Sin nombre,37.3716347,-6.0170486
22744390,motorway_link,Sin nombre,37.3720732,-6.0133962
22744403,motorway_link,Sin nombre,37.3743464,-6.0143168
22744414,motorway_link,Sin nombre,37.3702256,-6.0267209
22744429,motorway_link,Sin nombre,37.3712091,-6.026778
22744432,motorway_link,Sin nombre,37.3710498,-6.0291835
22744447,motorway_link,Sin nombre,37.3731339,-6.0277399
22744514,motorway_link,Sin nombre,37.3758767,-6.0152268
22744662,primary,Avenida de Diego Martínez Barrio,37.3734392,-5.9765316
22744726,primary,Calle Rubén Darío,37.3752058,-6.0104215
22747501,primary,Glorieta de Isla Mágica,37.4053514,-5.9989533
22747502,primary,Sin nombre,37.4050577,-5.9986007
22747504,primary,Sin nombre,37.4037228,-5.9959613
22747511,primary,Plaza Duquesa Cayetana de Alba,37.4034215,-5.9957298
22747513,primary,Puente de la Barqueta,37.4038951,-5.9963837
22747514,primary,Sin nombre,37.4051565,-5.9984798
22747516,primary,Sin nombre,37.4036409,-5.9961069
22747517,primary,Puente de la Barqueta,37.4046608,-5.9979043
22937616,trunk,Carretera Gijón a Puerto de Sevilla,37.3891637,-6.0171698
23004012,secondary,Carretera de La Rinconada,37.4423486,-5.9782138
23004100,secondary,Sin nombre,37.4493388,-5.9770065
23004112,secondary,Sin nombre,37.4490307,-5.9769827
23004113,secondary,Sin nombre,37.4497738,-5.9768594
23004116,secondary,Sin nombre,37.451771,-5.9763589
23004120,secondary,Sin nombre,37.4490343,-5.977097
23045962,secondary,Carretera de La Algaba,37.4510237,-5.9985583
23045984,secondary,Carretera de La Algaba,37.4303039,-5.9887385
23046002,secondary,Sin nombre,37.4513281,-5.9881893
23050244,secondary,Sin nombre,37.4499412,-5.9372815
23050247,secondary,Antigua Carretera de Mercancías Peligrosas (I),37.4498906,-5.9375209
23050249,secondary,Carretera Madreperla,37.4462815,-5.936422
23050250,secondary,Sin nombre,37.4502461,-5.9372466
23050265,secondary,Antigua Carretera de Mercancías Peligrosas (I),37.4499637,-5.9375437
23050310,secondary,Carretera Madreperla,37.447301,-5.936695
23050388,secondary,Carretera de Sevilla a Los Rosales,37.4390135,-5.963107
23050389,secondary,Sin nombre,37.4433418,-5.9598202
23053958,motorway,Circunvalación de Sevilla,37.3864574,-5.9409797
23053959,motorway,Circunvalación de Sevilla,37.3853069,-5.9411645
23057025,trunk,Ronda Norte de Sevilla,37.4137595,-6.007774
23057028,trunk,Ronda Norte de Sevilla,37.4153144,-6.0074064
23057034,trunk,Ronda Norte de Sevilla,37.4138054,-6.0079945
23057044,trunk,Ronda Norte de Sevilla,37.4178443,-6.0068177
23057056,trunk,Ronda Norte de Sevilla,37.423248,-6.0031683
23057059,trunk,Ronda Supernorte de Sevilla,37.4246918,-6.000067
23057067,trunk,Ronda Norte de Sevilla,37.4263189,-5.9969686
23057088,trunk,Ronda Norte de Sevilla,37.4310059,-5.9852188
23057091,trunk,Ronda Norte de Sevilla,37.4339593,-5.9663359
23057092,trunk,Ronda Norte de Sevilla,37.4291369,-5.9632416
23057154,trunk,Ronda Norte de Sevilla,37.416333,-5.9277389
23057155,trunk,Ronda Norte de Sevilla,37.4158839,-5.9296245
23057175,trunk,Ronda Norte de Sevilla,37.4166213,-5.9257699
23057181,trunk,Ronda Norte de Sevilla,37.4162608,-5.9243939
23057183,trunk,Ronda Norte de Sevilla,37.4163058,-5.9224103
23059424,primary,Autovía de Sevilla a Utrera,37.3600093,-5.9568416
23067338,motorway,A-376 Autovía Sevilla - Utrera,37.3305699,-5.9119222
23074686,primary,Paseo de las Delicias,37.3759865,-5.9919079
23074687,primary,Avenida de Jerez,37.3323884,-5.9687054
23080061,motorway,Sin nombre,37.341374,-5.9790271
23080109,motorway,A-4 Sevilla - Cádiz,37.3372577,-5.9845882
23080113,motorway_link,Sin nombre,37.338548,-5.9836702
23080124,motorway_link,Sin nombre,37.337971,-5.9839761
23080147,motorway_link,Sin nombre,37.3395757,-5.9829689
23080148,motorway_link,Sin nombre,37.3413075,-5.9814605
23080151,motorway,Sin nombre,37.3413314,-5.981618
23080152,motorway,Autovía del Sur,37.340363,-5.9825504
23108117,secondary,Sin nombre,37.3569384,-6.0271272
23108121,secondary,Sin nombre,37.3584448,-6.0279367
23108126,secondary,Sin nombre,37.3570258,-6.0269543
23108145,secondary,Sin nombre,37.3519031,-6.0264148
23108149,secondary,Sin nombre,37.3481659,-6.0261264
23108156,secondary,Carretera de Sevilla a La Puebla del Río,37.3534002,-6.0262638
23108181,secondary,Carretera de Sevilla a La Puebla del Río,37.3431304,-6.0253942
23116139,secondary,"Vía Borde de ""El Pino""",37.3732501,-5.9219275
23116140,secondary,"Vía Borde de ""El Pino""",37.3711648,-5.9282643
23116145,secondary,Sin nombre,37.3698387,-5.9323384
23116147,secondary,Sin nombre,37.3694754,-5.9337498
23116148,secondary,"Vía Borde de ""El Pino""",37.3687631,-5.9378528
23116149,secondary,Sin nombre,37.3683471,-5.9408762
23116150,secondary,Sin nombre,37.36823,-5.9416803
23116157,secondary,Sin nombre,37.3673266,-5.9444388
23116158,motorway_link,Sin nombre,37.3657697,-5.9459567
23116164,motorway_link,Sin nombre,37.3661765,-5.9449426
23117243,trunk,Autovía de Sevilla a Almería por Granada,37.3862347,-5.9343833
23117244,trunk,Autovía de Sevilla a Almería por Granada,37.38636,-5.9378206
23120487,motorway_link,Sin nombre,37.3850184,-5.9406693
23120506,trunk_link,Sin nombre,37.3857563,-5.9369972
23120514,trunk_link,Sin nombre,37.3858741,-5.9353551
23120602,trunk_link,Sin nombre,37.3864705,-5.9355322
23120605,trunk_link,Sin nombre,37.3863047,-5.9350027
23120608,trunk_link,Sin nombre,37.3859051,-5.9368454
23120610,trunk_link,Sin nombre,37.3863542,-5.9367159
23121485,motorway_link,Sin nombre,37.3878471,-5.9415556
23121496,trunk_link,Sin nombre,37.3869641,-5.9355676
23121499,trunk_link,Sin nombre,37.3867997,-5.9369799
23121503,trunk_link,Sin nombre,37.3867305,-5.9387967
23121513,motorway_link,Sin nombre,37.3867444,-5.9417304
23121515,motorway_link,Sin nombre,37.3862103,-5.9417813
23125107,trunk_link,Sin nombre,37.3862596,-5.9398846
23125109,trunk_link,Sin nombre,37.386111,-5.9391193
23125110,trunk_link,Sin nombre,37.3859717,-5.9387235
23125111,trunk_link,Sin nombre,37.3865854,-5.9391537
23125112,trunk_link,Sin nombre,37.3864711,-5.9397887
23125113,trunk_link,Sin nombre,37.3866752,-5.9377145
23125114,trunk_link,Sin nombre,37.3865165,-5.9373975
23125116,trunk_link,Sin nombre,37.3857151,-5.935683
23125123,trunk_link,Sin nombre,37.3860746,-5.9360582
23125124,trunk_link,Sin nombre,37.385955,-5.9368735
23125126,trunk,Autovía de Sevilla a Almería por Granada,37.3861028,-5.9343901
23125127,trunk,Autovía de Sevilla a Almería por Granada,37.3860627,-5.9329161
23125130,trunk,Sin nombre,37.3869776,-5.9359218
23125131,trunk_link,Sin nombre,37.386889,-5.9357073
23125445,motorway,Circunvalación de Sevilla,37.3995898,-5.9452983
23125446,motorway,Circunvalación de Sevilla,37.3954225,-5.9439811
23125447,motorway,Circunvalación de Sevilla,37.4010007,-5.9460093
23125449,motorway,Circunvalación de Sevilla,37.38765,-5.9410587
23125489,motorway,Circunvalación de Sevilla,37.3864741,-5.9407648
23125491,motorway,Circunvalación de Sevilla,37.382969,-5.9419343
23125492,motorway,Circunvalación de Sevilla,37.3825602,-5.9420794
23125493,motorway,Circunvalación de Sevilla,37.383561,-5.9415495
23125495,motorway,Circunvalación de Sevilla,37.3829154,-5.9417813
23125504,motorway,Circunvalación de Sevilla,37.3672042,-5.9447577
23125505,motorway,Circunvalación de Sevilla,37.3592586,-5.9551226
23125512,primary_link,Sin nombre,37.3596555,-5.95364
23125514,motorway_link,Sin nombre,37.3603468,-5.9552134
23125531,primary,Avenida de la Paz,37.3611199,-5.9591385
23125535,primary_link,Sin nombre,37.3589602,-5.9567816
23125542,primary_link,Sin nombre,37.3581006,-5.9530237
23125736,primary_link,Sin nombre,37.3576214,-5.9557376
23125747,motorway_link,Sin nombre,37.3589024,-5.9573656
23125756,motorway,Circunvalación de Sevilla,37.3576832,-5.956749
23125799,primary,Avenida de Jerez,37.338816,-5.9710849
23125803,primary,Avenida de Jerez,37.340059,-5.9716099
23125817,primary,Avenida de Jerez,37.3368873,-5.9701701
23125818,primary,Avenida de Jerez,37.3363144,-5.9701088
23125822,motorway_link,Sin nombre,37.3419516,-5.9695334
23125823,motorway_link,Sin nombre,37.3390117,-5.9708667
23125836,motorway_link,Sin nombre,37.3415559,-5.9705182
23125840,motorway_link,Sin nombre,37.3416903,-5.9716848
23125845,motorway_link,Sin nombre,37.341188,-5.9712891
23125852,motorway_link,Sin nombre,37.3406351,-5.9722316
23125854,motorway_link,Sin nombre,37.3427806,-5.9692317
23125862,motorway_link,Sin nombre,37.3412768,-5.9726407
23125866,motorway_link,Sin nombre,37.3390783,-5.9722686
23125868,motorway_link,Sin nombre,37.3395964,-5.9734743
23125869,motorway_link,Sin nombre,37.3401788,-5.9739854
23125878,motorway_link,Sin nombre,37.3398152,-5.9750509
23125898,motorway_link,Sin nombre,37.3414661,-5.9743109
23125974,motorway_link,Sin nombre,37.3427697,-5.985952
23125982,motorway_link,Sin nombre,37.3399295,-5.9834295
23125983,motorway_link,Sin nombre,37.340982,-5.9832097
23125995,motorway_link,Sin nombre,37.3403299,-5.9833093
23126003,motorway_link,Sin nombre,37.3411879,-5.9812141
23126033,motorway_link,Sin nombre,37.3425744,-5.983258
23126040,motorway_link,Sin nombre,37.3422221,-5.9837441
23126049,secondary,Sin nombre,37.3428008,-5.9839931
23126051,motorway_link,Sin nombre,37.3427986,-5.9830248
23126056,secondary,Sin nombre,37.3407416,-5.9854072
23126090,motorway_link,Sin nombre,37.3584679,-6.0033001
23126098,secondary,Sin nombre,37.3604791,-6.0025813
23126104,motorway_link,Sin nombre,37.3599729,-6.003087
23126106,motorway_link,Sin nombre,37.3584681,-6.0055604
23126107,motorway_link,Sin nombre,37.3585332,-6.0044777
23126109,motorway_link,Sin nombre,37.3593652,-6.0044423
23126497,primary,Carretera del Muro de Defensa,37.3864238,-6.0140044
23126527,primary,Avenida Juan Pablo II,37.3693939,-6.0085634
23126545,primary,Puente de las Delicias,37.3676695,-5.9911614
23126546,primary,Avenida Juan Pablo II,37.3678211,-5.9969409
23126688,primary,Avenida Blas Infante,37.3732961,-6.0113
23126727,primary,Sin nombre,37.3774822,-6.0143218
23126729,primary,Calle Rubén Darío,37.3767706,-6.0136332
23126739,primary,Avenida Blas Infante,37.3729194,-6.0135777
23126743,primary,Avenida Blas Infante,37.3731644,-6.011199
23126784,trunk,Carretera Gijón a Puerto de Sevilla,37.3758241,-6.0150492
23126793,motorway_link,Sin nombre,37.3711854,-6.0153252
23126853,motorway_link,Sin nombre,37.3736959,-6.0162381
23135997,primary,Calle San Juan de Ribera,37.4033423,-5.9874895
23136009,secondary,Avenida Doctor Fedriani,37.4129114,-5.9837569
23136038,primary,Glorieta Berrocal,37.4157013,-5.974644
23136042,primary,Sin nombre,37.4153905,-5.9740744
23136043,primary,Glorieta del Árbol,37.4104364,-5.9717471
23136059,primary,Avenida Alcalde Manuel de Valle,37.4095298,-5.9712851
23136064,primary,Sin nombre,37.404905,-5.9689248
23136069,primary,Avenida Alcalde Manuel de Valle,37.4045402,-5.9688263
23136084,primary,Avenida Alcalde Manuel de Valle,37.4069106,-5.9695674
23136096,primary,Avenida Alcalde Manuel de Valle,37.4108929,-5.971716
23187858,motorway,A-4 Sevilla - Cádiz,37.3265273,-5.9848892
23188220,motorway,Circunvalación de Sevilla,37.3506664,-5.9620797
23188221,motorway,Circunvalación de Sevilla,37.3403876,-5.974265
23188232,motorway,Circunvalación de Sevilla,37.3424311,-5.9849748
23188233,motorway,Circunvalación de Sevilla,37.3402983,-5.9763175
23188417,motorway_link,Sin nombre,37.3859474,-6.0244823
23188431,motorway,Sin nombre,37.3880954,-6.0247426
23188432,motorway,Sin nombre,37.3883095,-6.0239596
23188435,motorway,Autovía del Quinto Centenario,37.3904205,-6.0269735
23188439,motorway,Circunvalación de Sevilla,37.3874095,-6.027072
23188444,motorway,Circunvalación de Sevilla,37.3882676,-6.0274904
23188447,motorway,Circunvalación de Sevilla,37.3900183,-6.0246844
23188448,motorway,Circunvalación de Sevilla,37.3913899,-6.0251238
23188464,motorway_link,Sin nombre,37.3887398,-6.0262376
23188606,motorway_link,Sin nombre,37.3879354,-6.0284267
23188617,motorway_link,Sin nombre,37.3904023,-6.0255351
23188649,motorway_link,Sin nombre,37.3910817,-6.0244583
23188688,motorway_link,Sin nombre,37.3918411,-6.0263585
23188705,motorway,Circunvalación de Sevilla,37.3752884,-6.0271725
23188706,motorway,Circunvalación de Sevilla,37.3848993,-6.0255193
23250027,motorway_link,Sin nombre,37.3419823,-5.9708608
23250036,primary,Avenida de Jerez,37.339963,-5.9717716
23250039,primary,Avenida de Jerez,37.3413113,-5.9725952
23646760,primary,Calle La Florida,37.3882851,-5.9841519
23646765,secondary,Calle Luis Montoto,37.3881016,-5.9822102
23646768,secondary,Calle Santa Juana Jugan,37.3900194,-5.9778931
24296350,primary,Calle Matemáticos Rey Pastor y Castro,37.4053446,-5.9992592
24296351,primary,Sin nombre,37.4064701,-6.0098135
24296357,secondary,Calle José de Gálvez,37.4087011,-5.9961811
24296358,secondary,Calle José de Gálvez,37.4056389,-5.9986296
24297096,primary,Plaza de Cuba,37.3800322,-5.997757
24297098,primary,Avenida República Argentina,37.3796591,-5.9985183
24297107,primary,Sin nombre,37.3715292,-6.0038007
25348030,motorway_link,Sin nombre,37.3715653,-6.0282269
25348031,motorway_link,Sin nombre,37.3724874,-6.0268684
25348032,motorway_link,Sin nombre,37.3723929,-6.0275057
25348034,secondary_link,Sin nombre,37.3744421,-6.0272789
25348035,secondary_link,Sin nombre,37.374601,-6.0275223
26648222,secondary,Sin nombre,37.3746215,-6.0278039
26648223,secondary,Avenida del Manchón,37.3738193,-6.0303001
26648226,motorway_link,Sin nombre,37.3711228,-6.0292541
26648228,motorway_link,Sin nombre,37.3719711,-6.0280411
26652531,trunk,Autovía de Sevilla a Almería por Granada,37.3854327,-5.9141183
26652532,trunk,Autovía de Sevilla a Almería por Granada,37.3857256,-5.916061
26652533,trunk,Autovía de Sevilla a Almería por Granada,37.3853298,-5.9141753
26652535,trunk,Autovía de Sevilla a Almería por Granada,37.3847463,-5.9124136
26652550,primary,Avenida de la Areonáutica,37.3874018,-5.9201491
26652553,primary,Avenida de las Ciencias,37.4036165,-5.9282556
26652568,primary,Avenida de las Ciencias,37.3902563,-5.9198777
26652569,primary,Calle Dulce del Moral,37.3871201,-5.9211919
26832317,primary,Puente de los Remedios,37.3750938,-5.9928314
26832342,primary,Puente de los Remedios,37.3753556,-5.9921631
26832343,primary,Puente de los Remedios,37.3753141,-5.9918438
26832353,primary,Puente de los Remedeos,37.3754379,-5.991908
27150556,secondary,Avenida de la Buhaira,37.387833,-5.9778272
27551753,primary,Calle Arjona,37.3899033,-6.0025646
27640373,primary,Calle Luis de Morales,37.3848794,-5.9726899
27640374,primary,Avenida San Francisco Javier,37.3813298,-5.9738202
27645114,primary,Avenida de Kansas City,37.3886271,-5.9734897
27645115,primary,Calle Luis de Morales,37.3851518,-5.9728375
27729562,primary,Glorieta Sergio Rodríguez Prat,37.3874793,-5.9594484
27729597,primary,Calle Luis Montoto,37.38731,-5.9724743
27729604,primary,Avenida José María Javierre,37.3880989,-5.9587098
27729692,primary,Avenida Alcalde Luis Uruñuela,37.4055222,-5.9325985
27729725,primary,Calle Clemente Hidalgo,37.3860106,-5.9596552
27729734,primary,Glorieta del Bizco Amate,37.3732369,-5.9644736
27757019,primary,Puente de San Telmo,37.3812712,-5.9953563
27757020,primary,Puente de San Telmo,37.3801943,-5.997388
27757108,primary,Plaza Alcalde Alfredo Sánchez Monteseirín,37.3906762,-6.0105714
27879591,primary,Ronda de Pío XII,37.4055098,-5.9753422
27879609,primary,Calle Sor Francisca Dorotea,37.4073495,-5.9797026
27879623,primary,Calle Doctor Leal Castaño,37.4072841,-5.9834556
27879646,primary,Calle José Díaz,37.4090329,-5.9908485
27879647,primary,Calle José Díaz,37.4089345,-5.9909213
27879698,primary,Calle Doctor Marañón,37.4074076,-5.9854322
27879702,secondary,Calle Almadén de la Plata,37.4003754,-5.9783742
27879720,secondary,Calle Francisco de Ariño,37.3987694,-5.9766871
27880152,primary,Avenida Alcalde Manuel del Valle,37.3976031,-5.9668851
27880187,primary,Calle José Pérez Ocaña,37.4024508,-5.9696325
27880415,trunk,Carretera Gijón a Puerto de Sevilla,37.3809346,-6.0143035
27880421,trunk,Carretera Gijón a Puerto de Sevilla,37.3871879,-6.0136481
27880441,trunk_link,Sin nombre,37.3891402,-6.0171757
27880553,primary_link,Sin nombre,37.3917292,-6.0132553
27880555,primary_link,Sin nombre,37.3918643,-6.0136198
27880560,primary_link,Sin nombre,37.3897721,-6.0130118
27880591,trunk,Ronda Norte de Sevilla,37.4122484,-6.0081569
27880600,motorway_link,Sin nombre,37.4134836,-6.0079019
27880612,primary,Avenida Carlos III,37.4107167,-6.008671
27880655,trunk_link,Carretera Gijón a Puerto de Sevilla,37.3896133,-6.0142975
27880660,primary_link,Sin nombre,37.3895422,-6.0129669
28026299,secondary,Calle Baltasar de Alcazar,37.4026027,-5.9652659
28035708,secondary,Sin nombre,37.4027248,-5.9648163
28035742,secondary,Sin nombre,37.4028289,-5.9641277
28035767,secondary,Sin nombre,37.4027483,-5.9635032
28035776,secondary,Carretera de Carmona,37.402797,-5.962297
28035777,secondary,Carretera de Carmona,37.4028428,-5.9610742
28035813,secondary,Sin nombre,37.4030642,-5.9641927
28035821,secondary,Sin nombre,37.4028943,-5.9634376
28035890,secondary_link,Sin nombre,37.4030758,-5.9644625
28036928,primary,Avenida Kansas City,37.4046508,-5.9566824
28037600,primary,Calle Éfeso,37.3958389,-5.9649696
28089087,secondary,Calle Carretera de Carmona,37.4029856,-5.965039
28089431,secondary,Glorieta Rafael Torres,37.3936827,-5.9818035
28089532,primary,Avenida Alcalde Manuel del Valle,37.3981887,-5.9676316
28089535,primary,Avenida Alcalde Manuel del Valle,37.3988013,-5.968423
28089580,primary,Avenida Alcalde Manuel del Valle,37.3973295,-5.966495
28089583,primary,Avenida Alcalde Manuel del Valle,37.3972514,-5.9666069
28089585,primary,Calle Éfeso,37.3967209,-5.9658743
28089588,primary,Calle Éfeso,37.3966221,-5.9660076
28110345,primary,Calle Parlamento de Andalucía,37.4030767,-5.98858
28110350,primary,Calle Muñoz León,37.4030748,-5.9878903
28111362,motorway_link,Sin nombre,37.4212211,-5.9111082
28117922,primary_link,Sin nombre,37.3814073,-5.9652734
28118141,primary,Calle Carlos Marx,37.3811937,-5.9524058
28118163,primary,Plaza 1 de Mayo,37.3807025,-5.9540016
28118271,primary,Calle Amor,37.3848952,-5.9441023
28327344,secondary,Calle Carretera de Carmona,37.4028297,-5.969562
28327480,primary,Avenida Alcalde Manuel de Valle,37.4154682,-5.9738702
28327507,primary,Calle María Auxiliadora,37.3970868,-5.9816151
28338758,primary,Calle José Díaz,37.408853,-5.9902104
28338767,primary,Avenida Concejal Alberto Jiménez-Becerril,37.4093204,-5.9912566
28338769,primary,Calle José Díaz,37.4091849,-5.9914423
28338795,primary,Avenida Concejal Alberto Jiménez-Becerril,37.4107349,-5.9902072
28338835,primary,Avenida Alcalde Manuel de Valle,37.4026089,-5.9691518
28338862,primary,Glorieta Operación Clavel,37.3971244,-5.9659932
28354664,secondary,Sin nombre,37.3802405,-5.9830238
28354837,primary,Paseo de las Delicias,37.3738184,-5.9905678
28354839,primary,Paseo de las Delicias,37.3747254,-5.9910774
28355087,primary,Puente de las Delicias,37.3676632,-5.9943763
28355189,primary,Túnel Calle Cardenal Bueno Monreal,37.3682369,-5.984665
28355582,secondary,Avenida de Ucrania,37.3440277,-5.9834073
28355599,secondary,Avenida de Ucrania,37.34411,-5.9836913
28355609,secondary,Avenida de Grecia,37.3485898,-5.9837999
28355610,secondary,Glorieta Bebés Robados,37.3550597,-5.982725
28355627,secondary,Glorieta Bebés Robados,37.35508,-5.982412
28355659,primary,Glorieta Doctor Muñoz Cariñanos,37.3558618,-5.9800645
28355680,secondary,Calle Iguazú,37.3556505,-5.9809873
28355681,secondary,Calle Iguazú,37.3553491,-5.9819499
28370480,primary,Ronda de Capuchinos,37.4000809,-5.9843961
28370590,primary,Calle María Auxiliadora,37.3940663,-5.9837135
28370897,primary,Avenida de Menéndez Pelayo,37.3857091,-5.9860429
28372057,secondary,Avenida de Alemania,37.346369,-5.9762195
28372058,secondary,Avenida de Alemania,37.3451899,-5.982714
28372345,secondary,Avenida de Las Razas,37.3687968,-5.9893773
28372383,primary,Puente de las Delicias,37.3675436,-5.9898076
28372610,secondary,Calle José Delgado Brackenbury,37.3617318,-6.0014955
28372620,secondary,Sin nombre,37.3630154,-6.000782
28372645,secondary,Calle José Delgado Brackenbury,37.361851,-6.0018072
28372661,secondary,Calle José Delgado Brackenbury,37.3652713,-5.9989252
28372760,secondary,Calle Antonio Bienvenida,37.3713123,-5.9974387
28372796,primary,Calle Alfonso de Orleans y Borbón,37.3701123,-6.0037848
28382654,secondary,Avenida Moliní,37.3692968,-5.9889105
28382658,secondary,Avenida de la Guardia Civil,37.369404,-5.9864474
28382742,primary,Calle Poeta Manuel Benítez Carrasco,37.3683798,-5.9705343
28382794,secondary,Calle Cardenal Ilundáin,37.3652469,-5.9795236
28382841,primary,Autovía de Sevilla a Utrera,37.3586971,-5.9538573
28382849,primary_link,Sin nombre,37.3608409,-5.95503
28382850,primary_link,Sin nombre,37.3601401,-5.9565688
28382876,primary,Calle José Saramago,37.3743809,-5.9757866
28382898,primary,Calle Avión Cuatro Vientos,37.3775244,-5.9772137
28382998,primary_link,Sin nombre,37.3693847,-5.9781766
28383004,primary,Avenida Ramón Carande,37.371031,-5.9782667
28383005,primary,Avenida Ramón Carande,37.3697763,-5.9780035
28383006,primary,Avenida Ramón Carande,37.3696647,-5.9781289
28383010,primary_link,Sin nombre,37.3692694,-5.978243
28528181,secondary,Avenida Doctor Fedriani,37.4175579,-5.9830706
28528192,secondary,Calle Medina y Galnares,37.4332679,-5.9797754
28528214,secondary,Calle Medina y Galnares,37.4312774,-5.9803259
28528809,secondary,Carretera de La Algaba,37.4293125,-5.9880784
28603449,primary,Sin nombre,37.3689651,-6.0040608
28603608,primary,Avenida Alfredo Kraus,37.3727152,-6.0066862
28603644,primary,Avenida Presidente Adolfo Suárez,37.3714365,-5.9973762
28603713,primary,Calle Virgen de la Oliva,37.371882,-6.0036346
28603869,primary,Avenida Blas Infante,37.3758905,-6.0059283
28603886,primary,Sin nombre,37.3761065,-6.0053993
28603900,primary,Calle López de Gomara,37.3796131,-6.0084604
28604053,primary,Glorieta Carlos Cano,37.3742368,-6.0093048
28604138,primary,Sin nombre,37.3743493,-6.0089634
28604148,primary,Avenida Presidente Adolfo Suárez,37.3730372,-5.9958921
28604213,primary,Ronda de Triana,37.3814565,-6.0094392
